id,time,from_lat,from_lon,to_lat,to_lon
45aa50NSZ5363 ,1718193659.0,42.73434448242188,0.5728496204723011,42.153211949235306,0.39184884843564183
45aa50NSZ5363 ,1718193959.0,42.153211949235306,0.39184884843564183,38.29522705078125,-0.6514074447306939
45aa50NSZ5363 ,1718196779.0,38.29522705078125,-0.6514074447306939,38.288889739472985,-0.606218420940877
4d236bRYR8PK  ,1718193659.0,42.83252780720339,10.318974086216516,43.067570055945446,10.140904017857142
4d236bRYR8PK  ,1718193839.0,43.067570055945446,10.140904017857142,43.13294219970703,10.157115847565409
4d236bRYR8PK  ,1718193899.0,43.13294219970703,10.157115847565409,43.28526306152344,9.995067507721656
4d236bRYR8PK  ,1718194019.0,43.28526306152344,9.995067507721656,43.46617126464844,10.170721009720204
4cac85RYR23SY ,1718193719.0,40.71867370605469,-1.25714111328125,40.13278198242188,-1.34222412109375
4cac85RYR23SY ,1718194079.0,40.13278198242188,-1.34222412109375,38.30439163466631,-0.717454993206502
4cac85RYR23SY ,1718196539.0,38.30439163466631,-0.717454993206502,38.289093017578125,-0.6078127597240268
3c6672DLH49X  ,1718193719.0,44.6912841796875,-5.719233921596015,44.76754760742188,-5.59092930385043
3c6672DLH49X  ,1718193779.0,44.76754760742188,-5.59092930385043,46.2073947453903,-2.9117675122803144
3c6672DLH49X  ,1718194949.0,46.2073947453903,-2.9117675122803144,48.63824359441208,1.9262213456003288
3c6672DLH49X  ,1718196959.0,48.63824359441208,1.9262213456003288,48.79852294921875,2.673363936574835
4ba28e0763    ,1718194619.0,41.26368713378906,29.088623046875,41.2081340207892,29.01227084073153
4ba28e0763    ,1718194739.0,41.2081340207892,29.01227084073153,41.021971621755824,28.80340576171875
407803GWILC   ,1718195519.0,53.73793029785156,-1.1521519252231656,53.78324890136719,-1.20135498046875
407803GWILC   ,1718195639.0,53.78324890136719,-1.20135498046875,53.78585815429688,-1.2295270647321104
407803GWILC   ,1718197139.0,53.78585815429688,-1.2295270647321104,53.782470703125,-1.2671160016740828
4d2357VLG7YY  ,1718193959.0,37.445159912109375,-5.568081470246,37.41842651367188,-5.703774310172832
4d2357VLG7YY  ,1718194079.0,37.41842651367188,-5.703774310172832,37.41838073730469,-5.752219342170878
4d2357VLG7YY  ,1718194139.0,37.41838073730469,-5.752219342170878,37.418060302734375,-5.854719446060472
502d71TKJ4UV  ,1718194619.0,41.98523052668167,24.365056947220204,41.97674560546875,24.562558260830965
502d71TKJ4UV  ,1718194679.0,41.97674560546875,24.562558260830965,41.42706919524629,27.25299214207849
502d71TKJ4UV  ,1718195579.0,41.42706919524629,27.25299214207849,40.98225402832031,28.19586181640625
502d71TKJ4UV  ,1718195999.0,40.98225402832031,28.19586181640625,40.71928897146451,28.29173001376065
502d71TKJ4UV  ,1718196179.0,40.71928897146451,28.29173001376065,40.59550657110699,28.992420543323863
502d71TKJ4UV  ,1718196719.0,40.59550657110699,28.992420543323863,41.55042040550103,26.887922831367995
502d71TKJ4UV  ,1718195624.0,41.55042040550103,26.887922831367995,41.23924255371094,27.51837158203125
502d71TKJ4UV  ,1718195699.0,41.23924255371094,27.51837158203125,41.05805969238281,28.11962890625
502d71TKJ4UV  ,1718195939.0,41.05805969238281,28.11962890625,41.265425859871556,24.998609369451348
502d71TKJ4UV  ,1718195039.0,41.265425859871556,24.998609369451348,41.7943663516287,26.69115643168605
502d71TKJ4UV  ,1718195339.0,41.7943663516287,26.69115643168605,40.6896817482124,28.38530106977983
502d71TKJ4UV  ,1718196239.0,40.6896817482124,28.38530106977983,40.51945495605469,28.982666015625
502d71TKJ4UV  ,1718196659.0,40.51945495605469,28.982666015625,40.79074665651483,29.055966463955965
440132EJU75CH ,1718193959.0,38.27902066505561,-0.480353313943624,38.35038524563029,-0.316633141559123
440132EJU75CH ,1718194079.0,38.35038524563029,-0.316633141559123,41.42546081542969,4.465755115855824
3c66ebDLH1EJ  ,1718196119.0,47.41941833496094,19.04541778564453,47.39067077636719,18.763687133789062
3c66ebDLH1EJ  ,1718196299.0,47.39067077636719,18.763687133789062,47.71961975097656,16.918533325195312
3de8e3CHX100  ,1718195384.0,52.56294250488281,13.549461364746094,52.6300048828125,13.511962890625
45ac4fSAS315  ,1718196719.0,59.53385925292969,5.79840087890625,59.47343871553066,5.524745020373114
4cacc8SAS1621 ,1718194739.0,55.56404113769531,12.560535777698863,55.08251953125,11.962091782513786
4cacc8SAS1621 ,1718195159.0,55.08251953125,11.962091782513786,52.71308898925781,9.139480590820312
4cacc8SAS1621 ,1718196659.0,52.71308898925781,9.139480590820312,52.645751953125,9.011077880859377
4cacc8SAS1621 ,1718196719.0,52.645751953125,9.011077880859377,52.1588962360964,8.145263671875
4b027fEZS26NK ,1718193719.0,46.368072509765625,10.176354385003812,46.457427978515625,10.064414419778965
4b027fEZS26NK ,1718193779.0,46.457427978515625,10.064414419778965,47.68830871582031,8.273666381835938
4b027fEZS26NK ,1718194799.0,47.68830871582031,8.273666381835938,47.767181396484375,7.664749145507812
4b027fEZS26NK ,1718195099.0,47.767181396484375,7.664749145507812,47.65144089520987,7.850594153771032
4b027fEZS26NK ,1718195144.0,47.65144089520987,7.850594153771032,47.572105213747186,7.895947529719425
4b027fEZS26NK ,1718195144.0,47.572105213747186,7.895947529719425,47.41205765029131,7.500492976262018
4b027fEZS26NK ,1718195399.0,47.41205765029131,7.500492976262018,47.40381790419756,7.658034104567307
4b027fEZS26NK ,1718195699.0,47.40381790419756,7.658034104567307,47.57373046875,7.54046630859375
4bb264THY2FH  ,1718197139.0,41.35449425648834,28.72525301846591,41.42180879237288,28.70216547056686
4bb064THY2MZ  ,1718193659.0,40.997159278998936,28.689048073508523,41.120933532714844,28.710128784179688
407984GCLMB   ,1718193659.0,51.08477783203125,-2.5586267419763544,51.08974495580641,-2.567460343644427
407984GCLMB   ,1718193689.0,51.08974495580641,-2.567460343644427,51.13088316836599,-2.230072021484375
