id,time,from_lat,from_lon,to_lat,to_lon
51110aSAS051  ,1717425119.0,62.3570949748411,17.582139235276443,62.26171875,17.660420735677086
51110aSAS051  ,1717425239.0,62.26171875,17.660420735677086,60.846954345703125,18.75299914129849
4cadbdRYR72HT ,1717423619.0,39.13966369628906,-7.251394520635188,39.258572853217686,-7.1976318359375
4cadbdRYR72HT ,1717423679.0,39.258572853217686,-7.1976318359375,39.38663563485873,-7.044743527295733
4cadbdRYR72HT ,1717423757.75,39.38663563485873,-7.044743527295733,40.97209167480469,-6.08660888671875
4cadbdRYR72HT ,1717424579.0,40.97209167480469,-6.08660888671875,44.02570821471133,-4.225224086216542
4cadbdRYR72HT ,1717426259.0,44.02570821471133,-4.225224086216542,44.98296188095868,-3.736155440167636
3951c1AFR6741 ,1717423259.0,53.14757266287076,-6.8982023351333055,52.972686767578125,-6.268234252929688
3951c1AFR6741 ,1717423439.0,52.972686767578125,-6.268234252929688,50.6370849609375,0.2803682026110197
3951c1AFR6741 ,1717425479.0,50.6370849609375,0.2803682026110197,49.01792907714844,1.8325336162860573
3951c1AFR6741 ,1717426619.0,49.01792907714844,1.8325336162860573,50.99932809603416,-2.180627521715666
3951c1AFR6741 ,1717425089.0,50.99932809603416,-2.180627521715666,51.66813944153866,-2.6228268271998356
3951c1AFR6741 ,1717424579.0,51.66813944153866,-2.6228268271998356,50.73183738579184,0.1580810546875
3951c1AFR6741 ,1717425419.0,50.73183738579184,0.1580810546875,49.35072559421345,1.524497584292763
3951c1AFR6741 ,1717426319.0,49.35072559421345,1.524497584292763,48.96275924423993,2.016497160259046
4b42f1LAS1    ,1717424399.0,47.47155141022245,8.147418682391827,47.57145251257945,7.94536884014423
4b42f1LAS1    ,1717426319.0,47.57145251257945,7.94536884014423,47.7725830078125,7.694686889648437
adfd6dCNV6303 ,1717423619.0,45.589141845703125,8.797570205316312,45.509124755859375,8.81744384765625
adfd6dCNV6303 ,1717423679.0,45.509124755859375,8.81744384765625,44.73707296080508,9.155002049037389
adfd6dCNV6303 ,1717424279.0,44.73707296080508,9.155002049037389,44.729393005371094,9.129362144188928
adfd6dCNV6303 ,1717424279.0,44.729393005371094,9.129362144188928,43.16258317333157,9.91548810686384
adfd6dCNV6303 ,1717425539.0,43.16258317333157,9.91548810686384,42.21175371590307,11.14799322083939
4bab2cTHY9UJ  ,1717423619.0,38.09360310182733,31.56348186990489,38.17062377929688,31.463090612533247
4bab2cTHY9UJ  ,1717423679.0,38.17062377929688,31.463090612533247,39.28248596191406,29.94556592858356
4bab2cTHY9UJ  ,1717424519.0,39.28248596191406,29.94556592858356,40.70182800292969,29.62200927734375
4bab2cTHY9UJ  ,1717425299.0,40.70182800292969,29.62200927734375,39.08920669555664,30.444141624373046
4bab2cTHY9UJ  ,1717424399.0,39.08920669555664,30.444141624373046,39.85853576660156,29.875289253566574
4bab2cTHY9UJ  ,1717424819.0,39.85853576660156,29.875289253566574,39.1832513324285,30.76919314418386
4bab2cTHY9UJ  ,1717424339.0,39.1832513324285,30.76919314418386,39.6370890989142,29.895263671875
4bab2cTHY9UJ  ,1717424699.0,39.6370890989142,29.895263671875,40.0831060894465,29.865833629261363
4bab2cTHY9UJ  ,1717424939.0,40.0831060894465,29.865833629261363,40.84355163574219,29.17919921875
4bab2cTHY9UJ  ,1717425539.0,40.84355163574219,29.17919921875,41.01040649414063,28.74444580078125
4bab2cTHY9UJ  ,1717425839.0,41.01040649414063,28.74444580078125,41.18028259277344,28.7293701171875
4cae59RYR8EN  ,1717423259.0,45.551055908203125,-3.3667736518673785,45.87606656349311,-3.198326110839844
4cae59RYR8EN  ,1717423439.0,45.87606656349311,-3.198326110839844,49.568962485103285,-1.3006921716638544
4cae59RYR8EN  ,1717425479.0,49.568962485103285,-1.3006921716638544,51.21551513671875,-0.750579833984375
4cae59RYR8EN  ,1717426379.0,51.21551513671875,-0.750579833984375,49.1118342512745,-1.815685272216797
4cae59RYR8EN  ,1717425239.0,49.1118342512745,-1.815685272216797,49.91358947753906,-1.2027138157894797
4cae59RYR8EN  ,1717425659.0,49.91358947753906,-1.2027138157894797,50.89059448242188,-0.9017696896114558
4cae59RYR8EN  ,1717426199.0,50.89059448242188,-0.9017696896114558,48.800975476281124,-1.9226930199599792
4cae59RYR8EN  ,1717425059.0,48.800975476281124,-1.9226930199599792,49.68283081054688,-1.2684149491159928
4cae59RYR8EN  ,1717425539.0,49.68283081054688,-1.2684149491159928,51.42668151855469,-0.6935490788640095
44cc42BEL3KK  ,1717423259.0,41.584075927734375,-2.5235470858487474,41.37648010253906,-2.85321044921875
44cc42BEL3KK  ,1717423439.0,41.37648010253906,-2.85321044921875,41.243606826006356,-3.1130090273964015
44cc42BEL3KK  ,1717423589.0,41.243606826006356,-3.1130090273964015,40.945020772643005,-3.484663529829561
44cc42BEL3KK  ,1717423859.0,40.945020772643005,-3.484663529829561,40.58558008226298,-3.344934636896312
44cc42BEL3KK  ,1717424189.0,40.58558008226298,-3.344934636896312,40.746951087046476,-3.2395241477272805
44cc42BEL3KK  ,1717424099.0,40.746951087046476,-3.2395241477272805,40.425730559785485,-3.067058216441751
44cc42BEL3KK  ,1717424339.0,40.425730559785485,-3.067058216441751,40.374243784759,-3.435599587180377
44cc42BEL3KK  ,1717424639.0,40.374243784759,-3.435599587180377,40.44528249966896,-3.50738525390625
407b04KLM958  ,1717424819.0,54.98857401185116,-1.779202547940372,54.77615615068856,-1.878745339133559
407b04KLM958  ,1717424999.0,54.77615615068856,-1.878745339133559,54.35262389102224,-1.887484463778435
407b04KLM958  ,1717425239.0,54.35262389102224,-1.887484463778435,53.96037473516949,-1.440339929917286
407b04KLM958  ,1717425479.0,53.96037473516949,-1.440339929917286,54.074695393190545,-0.711224724264724
407b04KLM958  ,1717425509.0,54.074695393190545,-0.711224724264724,54.3613555390956,-1.3250642664292513
407b04KLM958  ,1717425269.0,54.3613555390956,-1.3250642664292513,53.9051513671875,-1.236432756696388
407b04KLM958  ,1717425539.0,53.9051513671875,-1.236432756696388,52.96997587559586,1.9541538783482144
a2cb33UAL935  ,1717423259.0,50.81404863777807,-6.096115112304688,50.81442144361593,-6.4938313252216915
a2cb33UAL935  ,1717423379.0,50.81442144361593,-6.4938313252216915,50.67765058097193,-12.100982666015623
485f34PHKLM   ,1717423259.0,52.20237602621822,6.163330078125001,52.219024658203125,6.126556396484375
485f34PHKLM   ,1717423619.0,52.219024658203125,6.126556396484375,52.18400573730469,6.0718536376953125
407ebfGFOOJ   ,1717423259.0,51.1887010477357,-2.547454833984375,51.1717529296875,-2.5516489389780403
